paper_id,model_id,apa_citation,year,affective_model,is_classifier,class_model_output_number,class_model_output_categories,class_Logistic Regression,class_Support Vector Machine (SVM),class_k-Nearest Neighbor (k-NN),class_Quadratic discrimant clasifier (QDA),class_Linear Discriminant Analysis (LDA),class_Tree based models,class_Naive Bayes,class_AVG,class_LASSO-T,class_Ridge-T,class_LASSO-VAR,class_Ridge-VAR,class_TPA,class_HDC-MER,class_HMM,class_Gradient boostingclass,class_Fully connected NN (or Multi layer perceptron),class_Convolutional NN,class_Recurrent NN,class_GRU (Gated Recurrent Units),class_LSTM,class_Cellular Neural Networks,class_AdaBoost DT,class_Quantum Neural Network (QNN),class_Probabilistic Neural Network (PNN),class_Backpropagation (BP),class_Extreme Learning Machine (ELM),class_ANN,class_Spiking Deep Belief Network (SDBN),"class_radial basis function
(RBF) ",class_1R rule,class_JRip,is_regressor,regre_model_output_number,regre_model_output_dimensions,regre_Linear Regression,regre_Support Vector Regression (SVR),regre_Polynomial Regression,regre_Ridge regression,regre_Logistic regression,regre_knn,regre_decision tree,regre_Multilayer regression,regre_Boosted regression trees,regre_Fully connected NN (or Multi layer perceptron),regre_Convolutional NN,regre_Recurrent NN,regre_LSTM,regre_PNN (probabilistic neural network),accuracy,precision,f-measure,recall-sensitivity-true_positive_rate,specificity_true-negative-rate,false-positive-rate,false-negative-rate,roc-auc,R2,R,MAE-(Mean-Absolute-Error),Concordance-Correlation-Coefficient-(CCC),Spearman’s-ranking-correlation,Mean-square-error-(MSE),Root-Mean-Square-Error-(RMSE),Pearson-Correlation Coefficient-(r),unweighted-average-recall-(UAR),Matthews-Correlation-Coefficient,G-mean-(Geometric-mean)
28,162,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134",2016,categorical,,2,"happy, neutral",-,-,-,-,-,-,x,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,90.58,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
28,163,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134",2016,categorical,,2,"happy, neutral",-,-,x,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,84.58,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
28,164,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134",2016,categorical,,2,"sad, neutral",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
28,165,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134",2016,categorical,,2,"sad, neutral",-,-,-,-,-,-,x,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,95.76,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
28,166,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134",2016,categorical,,2,"sad, neutral",-,-,x,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,97.75,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
29,167,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059",2016,dimensional,,2,"LA, HA",-,x,-,-,-,-,-,,,,,,,,,,-,-,,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,52,-,-,-,-,-,-,-,-,-,,,,,,,
29,168,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059",2016,dimensional,,2,"LA, HA",-,-,-,-,-,-,x,,,,,,,,,,-,-,,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,55,-,-,-,-,-,-,-,-,-,,,,,,,
29,169,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059",2016,dimensional,,2,"LV, HV",-,x,-,-,-,-,-,,,,,,,,,,-,-,,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,52,-,-,-,-,-,-,-,-,-,,,,,,,
29,170,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059",2016,dimensional,,2,"LV, HV",-,-,-,-,-,-,x,,,,,,,,,,-,-,,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,52,-,-,-,-,-,-,-,-,-,,,,,,,
29,171,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059",2016,dimensional,,2,"LL, HL",-,x,-,-,-,-,-,,,,,,,,,,-,-,,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,52,-,-,-,-,-,-,-,-,-,,,,,,,
29,172,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059",2016,dimensional,,2,"LL, HL",-,-,-,-,-,-,x,,,,,,,,,,-,-,,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,53,-,-,-,-,-,-,-,-,-,,,,,,,
30,173,"Ooi, J. S. K., Ahmad, S. A., Chong, Y. Z., Ali, S. H. M., Ai, G., & Wagatsuma, H. (2016). Driver emotion recognition framework based on electrodermal activity measurements during simulated driving conditions. 365–369. Scopus. https://doi.org/10.1109/IECBES.2016.7843475",2016,categorical,,2,"neutral, stress",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
30,174,"Ooi, J. S. K., Ahmad, S. A., Chong, Y. Z., Ali, S. H. M., Ai, G., & Wagatsuma, H. (2016). Driver emotion recognition framework based on electrodermal activity measurements during simulated driving conditions. 365–369. Scopus. https://doi.org/10.1109/IECBES.2016.7843475",2016,categorical,,2,"neutral, anger",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,85,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
30,175,"Ooi, J. S. K., Ahmad, S. A., Chong, Y. Z., Ali, S. H. M., Ai, G., & Wagatsuma, H. (2016). Driver emotion recognition framework based on electrodermal activity measurements during simulated driving conditions. 365–369. Scopus. https://doi.org/10.1109/IECBES.2016.7843475",2016,categorical,,2,"stress, anger",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,70,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
31,176,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). Fusion framework for emotional electrocardiogram and galvanic skin response recognition: Applying wavelet transform. Iranian Journal of Medical Physics, 13(3), 163–173. Scopus. https://doi.org/10.22038/ijmp.2016.7960",2016,categorical,,5,"happy, sad, scary, peaceful, rest",-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,x,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,95.1,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
31,177,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). Fusion framework for emotional electrocardiogram and galvanic skin response recognition: Applying wavelet transform. Iranian Journal of Medical Physics, 13(3), 163–173. Scopus. https://doi.org/10.22038/ijmp.2016.7960",2016,dimensional,,3,"LA, HA, rest",-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,x,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,95.8,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
31,178,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). Fusion framework for emotional electrocardiogram and galvanic skin response recognition: Applying wavelet transform. Iranian Journal of Medical Physics, 13(3), 163–173. Scopus. https://doi.org/10.22038/ijmp.2016.7960",2016,dimensional,,3,"LV, HV, rest",-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,x,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,97.9,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
32,179,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",2018,dimensional,,2,"LA, HA",-,-,-,-,-,-,-,,,,,,,,,,-,-,,,-,-,-,-,-,,x,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,64.84,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
32,180,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",2018,dimensional,,2,"LV, HV",-,-,-,-,-,-,-,,,,,,,,,,-,-,,,-,-,-,-,-,,x,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,63.28,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
32,181,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",2018,dimensional,,2,"LL, HL",-,-,-,-,-,-,-,,,,,,,,,,-,-,,,-,-,-,-,-,,x,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,70,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
32,182,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",2018,dimensional,,2,"LD, HD",-,-,-,-,-,-,-,,,,,,,,,,-,-,,,-,-,-,-,-,,x,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,59.38,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
32,183,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",2018,dimensional,,4,"HAHV, HALV, LAHV, LALV",-,-,-,-,-,-,-,,,,,,,,,,-,-,,,-,-,-,-,-,,x,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,33.59,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
32,184,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320",2018,dimensional,,8,"pleased, excited, annoying, nervous, sad, sleepy, calm, relaxed",-,-,-,-,-,-,-,,,,,,,,,,-,-,,,-,-,-,-,-,,x,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,24.22,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
33,185,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",2017,categorical,,5,"happiness, sadness, scary, peacefulness, rest",-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,x,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,79.53,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
33,186,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",2017,dimensional,,3,"LA, HA, rest",-,-,-,-,-,-,,,,,,,,,,,-,-,-,,-,-,-,-,x,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,85.23,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
33,187,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",2017,dimensional,,3,"LV, HV, rest",-,-,-,-,-,-,-,,,,,,,,,,-,,-,,-,-,-,-,x,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,85.53,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
33,188,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",2017,categorical,,5,"happiness, sadness, scary, peacefulness, rest",-,-,-,-,-,-,-,,,,,,,,,,-,,-,,-,-,-,-,x,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,94.75,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
33,189,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",2017,dimensional,,3,"LA, HA, rest",-,-,-,-,-,-,-,,,,,,,,,,-,,-,,-,-,-,-,x,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,94.63,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
33,190,"Goshvarpour, A., Abbasi, A., & Goshvarpour, A. (2017). An accurate emotion recognition system using ECG and GSR signals and matching pursuit method. Biomedical Journal, 40(6), 355–368. https://doi.org/10.1016/j.bj.2017.11.001",2017,dimensional,,3,"LV, HV, rest",-,-,-,-,-,-,-,,,,,,,,,,-,,-,,-,-,-,-,x,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,92.58,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
34,191,"Dumitriu, T., Cimpanu, C., Ungureanu, F., & Manta, V.-I. (2018). Experimental analysis of emotion classification techniques. 63–70. Scopus. https://doi.org/10.1109/ICCP.2018.8516647",2018,dimensional,,2,"LV, HV, neutral",-,-,-,-,x,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,-,40,-,41,-,-,-,-,-,-,-,-,,,,,,,
34,192,"Dumitriu, T., Cimpanu, C., Ungureanu, F., & Manta, V.-I. (2018). Experimental analysis of emotion classification techniques. 63–70. Scopus. https://doi.org/10.1109/ICCP.2018.8516648",2018,dimensional,,3,"LV, HV, neutral",-,-,x,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,-,99,-,90,-,-,-,-,-,-,-,-,,,,,,,
34,193,"Dumitriu, T., Cimpanu, C., Ungureanu, F., & Manta, V.-I. (2018). Experimental analysis of emotion classification techniques. 63–70. Scopus. https://doi.org/10.1109/ICCP.2018.8516649",2018,dimensional,,2,"LV, HV, neutral",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,,-,-,-,44,-,63,-,-,-,-,-,-,-,-,,,,,,,
34,194,"Dumitriu, T., Cimpanu, C., Ungureanu, F., & Manta, V.-I. (2018). Experimental analysis of emotion classification techniques. 63–70. Scopus. https://doi.org/10.1109/ICCP.2018.8516649",2018,dimensional,,2,"LV, HV, neutral",-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,x,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,-,66,-,59,-,-,-,-,-,-,-,-,,,,,,,
35,195,"Ferdinando, H., & Alasaarela, E. (2018). Emotion recognition using cvxEDA-based features. Journal of Telecommunication, Electronic and Computer Engineering, 10(2–3), 19–23. Scopus.",2018,dimensional,,3,"calm, medium aroused, excited",-,-,x,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,77.8,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
35,196,"Ferdinando, H., & Alasaarela, E. (2018). Emotion recognition using cvxEDA-based features. Journal of Telecommunication, Electronic and Computer Engineering, 10(2–3), 19–23. Scopus.",2018,dimensional,,3,"LV, neutral valence, HV",-,-,x,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,74.6,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
35,197,"Ferdinando, H., & Alasaarela, E. (2018). Emotion recognition using cvxEDA-based features. Journal of Telecommunication, Electronic and Computer Engineering, 10(2–3), 19–23. Scopus.",2018,dimensional,,3,"LV, neutral valence, HV",-,-,x,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,75.5,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
35,198,"Ferdinando, H., & Alasaarela, E. (2018). Emotion recognition using cvxEDA-based features. Journal of Telecommunication, Electronic and Computer Engineering, 10(2–3), 19–23. Scopus.",2018,dimensional,,3,"calm, medium aroused, excited",-,-,x,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,77.3,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
36,199,"Zhang, S., Liu, G., & Lai, X. (2015). Classification of evoked emotions using an artificial neural network based on single, short-term physiological signals. Journal of Advanced Computational Intelligence and Intelligent Informatics, 19(1), 118-126.",2015,categorical,,5,"anger, fear, grief, happiness, calmness",-,-,-,-,-,,-,,,,,,,,,,-,-,-,,-,-,-,-,-,x,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,82.29,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
37,200,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,x,-,,,,,,,,,,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,64,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
37,201,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,66,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
37,202,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,-,-,,,,,,,,,x,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,64,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
37,203,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,x,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,63.3,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
37,204,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,x,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,59,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
37,205,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,-,x,,,,,,,,,,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
37,206,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,x,-,,,,,,,,,,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,64,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
37,207,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,x,-,,,,,,,,,,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,50.3,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
37,208,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,52.5,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
37,209,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,-,-,,,,,,,,,x,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
37,210,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,x,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,48.5,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
37,211,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,x,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,49.6,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
37,212,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,-,x,,,,,,,,,,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,53.7,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
37,213,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,x,-,,,,,,,,,,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,54.2,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
37,214,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,x,-,,,,,,,,,,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,78,,,,,,,,,,,,,,,,,,
37,215,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,79.5,,,,,,,,,,,,,,,,,,
37,216,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,-,-,,,,,,,,,x,-,-,-,,-,-,-,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,80,,,,,,,,,,,,,,,,,,
37,217,"Gjoreski, M., Luštrek, M., Gams, M., & Mitrevski, B. (2018). An inter-domain study for arousal recognition from physiological signals. Informatica (Slovenia), 42(1), 61–68. Scopus.",2018,dimensional,,2,"LA, HA",-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,x,-,-,-,,,,,,-,,-,-,-,-,-,,,,,,,--,-,-,-,-,75,,,,,,,,,,,,,,,,,,
